AcX,AcY,AcZ,GyX,GyY,GyZ,time
-5552,-12272,960,292,-423,1842,111261
-2092,-14372,-3624,80,2222,2038,111282
-6116,-17144,-4536,-98,4512,1347,111303
-8832,-17768,-2052,666,-151,-899,111324
-5092,-16572,680,644,-3315,-2763,111345
-3324,-16212,1804,-83,-2170,-3526,111366
-3252,-15176,304,-610,156,-3421,111387
-4604,-14684,-1640,-705,394,-3107,111408
-4472,-14668,-2360,-436,-1344,-2727,111429
-3472,-14776,-2084,-503,-2130,-2098,111450
-2848,-15292,-304,-410,-1871,-1463,111471
-3148,-15676,-8,-519,-479,-1095,111492
-3312,-15932,-580,-431,-86,-828,111513
-2792,-16244,-1600,-334,-268,-347,111534
-2728,-16936,-1176,-364,-429,68,111555
-2624,-16900,-512,-280,-293,363,111576
-3336,-16964,324,-225,13,317,111597
-3280,-17008,188,-131,-85,112,111618
-2916,-16624,-1004,-161,18,98,111639
-2944,-16560,-1936,103,12,495,111660
-4012,-15784,-1460,244,-640,666,111681
-3712,-15300,-1108,376,-1210,787,111702
-3872,-14672,-244,299,-999,807,111723
-4192,-14596,-420,238,-89,621,111744
-4600,-14800,-1040,200,158,246,111765
-4448,-15108,-1476,279,-174,-162,111786
-3856,-15988,-1100,277,-459,-467,111807
-3580,-16024,-512,191,-456,-661,111828
-3648,-16168,-52,143,-505,-765,111849
-3012,-16220,-528,-10,-383,-673,111870
-3164,-15980,-604,-67,-399,-345,111891
-2932,-15892,-564,-147,-89,-50,111912
-3564,-15620,-376,-168,255,200,111933
-3528,-15548,-988,-122,277,310,111954
-3856,-15556,-1044,-110,164,406,111975
-3944,-15592,-1040,-50,-76,352,111996
-3848,-15600,-636,-141,-351,196,112019
-3472,-15564,-848,-197,-238,129,112040
-3664,-15768,-760,-169,-274,203,112061
-3528,-15732,-652,-185,-238,312,112082
-3452,-15864,-688,-192,-270,405,112103
-3264,-16072,-924,-213,-157,595,112124
-3560,-16380,-980,-188,24,650,112145
-3896,-16028,-452,-180,-356,521,112166
-3644,-15864,-740,-212,-376,486,112187
-3812,-15940,-744,-324,-159,383,112208
-4120,-15604,-552,-339,-234,228,112229
-3952,-15468,-888,-325,-173,45,112250
-3928,-15576,-1000,-289,-153,-45,112271
-3944,-15588,-828,-268,-214,-198,112292
-3772,-15632,-900,-282,-323,-266,112313
-3560,-15660,-692,-298,-117,-226,112334
-3752,-15544,-664,-271,-211,-199,112355
-3792,-15436,-1112,-244,-118,-157,112376
-3752,-15652,-1064,-221,-261,-149,112397
-3728,-15872,-1032,-226,-448,-139,112418
-3720,-15788,-1220,-198,-686,-192,112439
-3392,-15908,-1004,-58,-698,-149,112460
-3620,-15832,-748,-105,-449,-121,112481
-3688,-15688,-564,-65,-518,-125,112502
-3368,-15624,-744,-55,-325,-4,112523
-3428,-15800,-1132,43,100,167,112544
-3680,-15904,-1088,33,68,202,112565
-3860,-15720,-708,44,-191,122,112586
-3520,-15648,-816,-10,-167,166,112607
-3632,-15776,-660,-122,34,229,112628
-3748,-15600,-828,-166,-120,257,112649
-3808,-15592,-1068,-206,-413,252,112670
-3536,-15776,-1048,-188,-378,312,112691
-3644,-15876,-724,-153,-171,361,112712
-3636,-15728,-884,-146,-187,385,112733
-3784,-15736,-844,-136,-160,417,112754
-3744,-15696,-752,-109,-219,397,112775
-3676,-15716,-936,-144,-34,376,112796
-4000,-15808,-992,-112,-45,330,112817
-3948,-15704,-896,-97,-304,205,112838
-3852,-15572,-972,-53,-372,132,112859
-3748,-15680,-976,-68,-339,162,112880
-3636,-15724,-920,-97,-225,229,112901
-3812,-15840,-904,-63,-223,198,112922
-3932,-15792,-928,-78,-268,123,112943
-3900,-15660,-1016,-51,-330,68,112964
-3576,-15572,-1176,-7,-329,184,112985
-3508,-15676,-1096,-32,-230,332,113006
-3856,-15564,-496,-87,-50,506,113027
-3676,-15732,-800,-88,44,488,113048
-3876,-15720,-836,-131,178,468,113069
-3932,-15804,-1052,-141,-55,407,113090
-4128,-15752,-716,-86,-337,316,113111
-3860,-15668,-816,-110,-399,236,113132
-3860,-15656,-720,-152,-176,266,113153
-3892,-15784,-1172,-162,-150,288,113174
-4204,-15836,-900,-120,-286,229,113195
-3916,-15660,-852,-113,-373,176,113216
-4008,-15616,-968,-91,-353,198,113237
-3772,-15516,-1136,-105,-308,278,113258
-4108,-15616,-1016,-110,-288,401,113279
-3912,-15720,-756,-87,-361,370,113300
-4028,-15516,-868,-177,-236,308,113321
-4140,-15520,-904,-149,-97,314,113342
-4100,-15680,-1048,-138,-279,194,113366
-4124,-15652,-1060,-75,-372,164,113387
-3896,-15616,-892,-71,-326,119,113408
-4084,-15704,-660,-103,-72,149,113429
-4192,-15572,-1052,-148,-230,64,113450
-4112,-15452,-1084,-120,-309,65,113471
-4084,-15708,-976,-77,-318,148,113492
-3984,-15732,-888,-114,-208,219,113513
-4048,-15576,-812,-123,-248,196,113534
-4080,-15604,-1120,-125,-252,209,113555
-3932,-15632,-996,-108,-203,254,113576
-4220,-15660,-1004,-118,-195,262,113597
-4120,-15608,-920,-102,-371,224,113618
-4108,-15592,-992,-107,-214,163,113639
-4184,-15580,-884,-145,-177,168,113660
-4148,-15576,-1216,-94,-153,165,113681
-4252,-15720,-992,-45,-231,94,113702
-4244,-15464,-652,-58,-324,7,113723
-4024,-15512,-856,-110,-208,46,113744
-4172,-15572,-1188,-99,-146,27,113765
-4260,-15716,-1216,-76,-300,-43,113786
-4120,-15676,-996,-60,-327,-45,113807
-3992,-15552,-708,-48,-328,15,113828
-4012,-15580,-968,-49,-242,129,113849
-3944,-15684,-1052,-37,-285,202,113870
-4028,-15652,-992,-65,-354,244,113891
-4208,-15600,-908,-36,-305,220,113912
-4240,-15524,-956,-36,-389,163,113933
-4176,-15380,-1084,-24,-308,119,113954
-4268,-15560,-1072,-15,-420,21,113975
-4364,-15484,-964,14,-459,-131,113996
-4252,-15576,-788,-3,-444,-313,114017
-4052,-15524,-768,-27,-426,-351,114038
-3920,-15700,-892,-42,-296,-339,114059
-4032,-15796,-972,-34,-351,-326,114080
-3884,-15660,-888,-41,-249,-302,114101
-4156,-15540,-720,-28,-313,-246,114122
-3968,-15612,-828,-30,-342,-190,114143
-3984,-15724,-896,-81,-419,-112,114164
-3828,-15632,-984,-74,-354,-33,114185
-4004,-15716,-876,-53,-307,8,114206
-4056,-15564,-992,-87,-330,10,114227
-4028,-15728,-1008,-79,-409,8,114248
-3652,-15636,-928,-116,-558,115,114269
-3564,-15752,-956,-181,-241,403,114290
-4372,-15668,-652,-110,-351,518,114311
-4160,-15280,-828,-182,-548,457,114332
-4472,-14980,-868,-153,-447,281,114353
-4352,-15236,-1328,-89,-194,59,114374
-4516,-15656,-1004,-77,-312,-233,114395
-4280,-15876,-736,-54,-623,-574,114416
-3648,-16024,-568,-51,-569,-650,114437
-3536,-15840,-796,-94,-169,-475,114458
-3884,-15984,-1052,-33,-278,-282,114479
-3728,-15720,-800,-70,-511,-65,114500
-3456,-15756,-1040,-67,-331,239,114521
-3988,-15680,-752,-83,-150,425,114542
-4124,-15608,-940,-94,-206,371,114563
-4492,-15316,-896,-38,-309,187,114584
-4208,-15340,-1200,9,-253,-42,114605
-4204,-15520,-1040,6,-53,-189,114626
-4104,-15500,-868,4,-42,-333,114647
-3952,-15576,-896,-48,104,-403,114668
-3892,-15588,-908,-59,148,-355,114689
-3908,-15676,-864,-19,-31,-223,114712
-3780,-15672,-824,-77,-109,-120,114733
-3956,-15812,-752,-86,-300,-52,114754
-3744,-15704,-872,-90,-293,143,114775
-3632,-15628,-1004,-149,-258,238,114797
-4056,-15564,-764,-145,-229,235,114818
-4036,-15668,-868,-159,-363,119,114839
-3920,-15636,-924,-170,-291,73,114860
-4028,-15636,-948,-159,-239,59,114881
-3980,-15688,-940,-125,-268,9,114902
-3916,-15720,-968,-127,-365,6,114923
-3888,-15588,-1016,-143,-279,59,114944
-3996,-15484,-856,-196,-197,69,114965
-4092,-15340,-988,-210,-205,94,114986
-4156,-15336,-740,-247,-252,79,115007
-4056,-15428,-888,-274,-285,67,115028
-3876,-15548,-996,-256,-171,51,115049
-3792,-15948,-1356,-228,-107,120,115070
-3916,-16236,-1184,-149,-187,113,115091
-3852,-16056,-844,-110,-405,16,115112
-3836,-15912,-800,-122,-298,13,115133
-3972,-15708,-892,-116,-84,37,115154
-4176,-15392,-1092,-35,-140,-72,115175
-4184,-15388,-1100,18,-345,-199,115196
-4044,-15232,-1164,62,-344,-209,115217
-4016,-15152,-1000,57,-363,-143,115238
-3968,-15224,-1128,15,-354,-79,115259
-3940,-15504,-1080,11,-231,-45,115280
-3732,-15844,-1084,34,3,-80,115301
-4044,-15908,-948,14,40,-129,115322
-3848,-15888,-904,17,-104,-248,115343
-3792,-15924,-872,-9,-136,-294,115364
-3868,-15784,-880,-34,-180,-339,115385
-3976,-15736,-732,-112,-203,-449,115406
-3940,-15756,-836,-173,-274,-539,115427
-3916,-15592,-940,-161,-271,-560,115448
-3788,-15620,-968,-148,-338,-587,115469
-3796,-15456,-1072,-60,-375,-523,115490
-3608,-15332,-1204,-42,-299,-425,115511
-3676,-15468,-1312,-57,-101,-365,115532
-3804,-15868,-892,23,-77,-411,115553
-3488,-16172,-692,38,-384,-441,115574
-3288,-16036,-676,-13,-277,-313,115595
-3176,-15980,-880,-60,-147,-114,115616
-3208,-16100,-972,-61,-13,177,115637
-3612,-15912,-940,-61,-97,375,115658
-3636,-15624,-1004,-80,-197,385,115679
-3816,-15340,-956,-89,-159,419,115700
-3928,-15320,-956,-133,-240,316,115721
-4008,-15472,-856,-179,-370,187,115742
-3992,-15748,-1028,-173,-492,160,115763
-3344,-15624,-972,-124,-557,225,115784
-3628,-15748,-980,-134,-229,359,115805
-3488,-15952,-1128,-54,-306,385,115826
-3644,-16072,-1200,1,-209,398,115847
-3656,-16120,-1100,32,-386,301,115868
-3820,-15768,-656,70,-364,241,115889
-3728,-15756,-892,15,-275,201,115910
-3920,-15724,-1144,60,-263,124,115931
-4012,-15692,-1044,105,-268,29,115952
-3980,-15528,-832,108,-386,-136,115973
-3908,-15512,-956,86,-414,-305,115994
-3796,-15528,-948,77,-432,-412,116015
-3596,-15780,-876,70,-384,-443,116036
-3752,-15896,-636,62,-470,-462,116059
-3500,-15660,-676,54,-471,-420,116080
-3628,-15640,-664,39,-314,-349,116101
-3796,-15544,-1056,32,-232,-333,116122
-3704,-15596,-944,97,-360,-353,116143
-3492,-15612,-984,88,-248,-319,116164
-3580,-15832,-712,103,-125,-304,116185
-3604,-15824,-712,116,-165,-230,116206
-3436,-15660,-740,108,-296,-98,116227
-3420,-15860,-788,54,-226,25,116248
-3560,-15796,-584,11,-252,31,116269
-3648,-15768,-724,-25,-328,-1,116290
-3648,-15584,-628,-60,-322,24,116311
-3668,-15436,-1072,-125,-266,64,116332
-3568,-15592,-960,-230,-324,77,116353
-3276,-15976,-624,-321,-299,136,116374
-3264,-16284,-356,-358,-252,212,116395
-3352,-15940,-392,-427,-227,290,116416
-3556,-15784,-1008,-388,-53,364,116437
-3716,-15692,-1132,-304,-146,270,116458
-3684,-15676,-1068,-180,-245,203,116479
-3652,-15504,-1040,-118,-198,87,116500
-3812,-15656,-900,-135,-97,0,116521
-3792,-15744,-908,-142,-161,-170,116542
-3732,-15764,-724,-168,-337,-244,116563
-3444,-15676,-864,-207,-304,-224,116584
-3740,-15564,-508,-119,-320,-142,116605
-3288,-15584,-1152,-111,-205,-76,116626
-3376,-15612,-1516,-85,-71,140,116647
-3684,-15976,-1040,-39,-332,188,116668
-3300,-16028,-392,-28,-438,275,116689
-2844,-15984,-940,-53,19,551,116710
-3648,-16092,-1212,-23,307,760,116731
-3936,-15964,-1104,80,-246,595,116752
-3804,-15808,-1024,185,-562,397,116773
-3576,-15728,-980,173,-160,376,116794
-3652,-15752,-1064,161,110,385,116815
-3924,-15652,-964,184,-231,271,116836
-3616,-15632,-876,200,-435,185,116857
-3688,-15712,-712,130,-332,159,116878
-3804,-15476,-420,20,-214,123,116899
-3820,-15540,-820,-97,-208,73,116920
-3800,-15620,-876,-116,-258,77,116941
-3536,-15712,-1108,-75,-369,237,116962
-3588,-15888,-872,3,-402,252,116983
-3624,-15748,-772,21,-378,239,117004
-3692,-15872,-852,21,-305,226,117025
-3728,-15796,-996,58,-323,255,117046
-3860,-15780,-780,32,-440,204,117067
-3808,-15544,-620,0,-517,144,117088
-3784,-15544,-668,-3,-346,108,117109
-3772,-15728,-732,-10,-313,50,117130
-3856,-15816,-952,-15,-328,9,117151
-3736,-15860,-788,19,-370,-3,117172
-3656,-15680,-652,-34,-278,14,117193
-3712,-15552,-796,-25,-209,13,117214
-3776,-15640,-872,-44,-230,63,117235
-3820,-15684,-828,-13,-318,15,117256
-3812,-15692,-620,-5,-318,-13,117277
-3796,-15816,-776,-73,-276,-8,117298
-3724,-15780,-668,-93,-272,-33,117319
-3660,-15816,-712,-82,-315,-24,117340
-3740,-15756,-868,-48,-273,22,117361
-3712,-15888,-704,-33,-204,67,117382
-3708,-15668,-816,-57,-207,63,117406
-3780,-15796,-676,-65,-195,66,117427
-3612,-15828,-800,-109,-226,66,117448
-3784,-15816,-796,-102,-239,108,117469
-3764,-15856,-824,-202,-117,87,117490
-3640,-15844,-876,-301,-19,58,117511
-3712,-15700,-832,-293,-29,92,117532
-3916,-15696,-932,-200,-147,121,117553
-3932,-15600,-820,-111,-405,91,117574
-3780,-15404,-828,-82,-396,107,117595
-3852,-15516,-836,-91,-282,104,117616
-3880,-15608,-888,-53,-393,89,117637
-3812,-15824,-800,-45,-465,66,117658
-3744,-15864,-700,-39,-481,61,117679
-3748,-15788,-768,-38,-379,69,117700
-3732,-15840,-828,-58,-385,38,117721
-3844,-15688,-892,-43,-404,13,117742
-3724,-15664,-756,-72,-419,45,117763
-3628,-15784,-756,-110,-321,58,117784
-3916,-15728,-820,-81,-416,31,117805
-3904,-15640,-880,-87,-455,12,117826
-3812,-15704,-804,-80,-409,-20,117847
-3900,-15788,-736,-77,-400,8,117869
-3772,-15756,-736,-83,-441,-23,117890
-3700,-15776,-748,-120,-390,11,117911
-3780,-15640,-720,-130,-402,-60,117932
-3932,-15672,-744,-147,-409,-67,117953
-3752,-15568,-640,-181,-436,-100,117974
-3692,-15600,-896,-166,-345,-108,117995
-3912,-15692,-780,-139,-227,-150,118016
-3820,-15628,-792,-92,-342,-238,118037
-3712,-15636,-884,-116,-267,-167,118058
-3676,-15816,-716,-105,-265,-157,118079
-3576,-15832,-732,-84,-273,-146,118100
-3712,-15764,-756,-96,-306,-151,118121
-3652,-15852,-744,-104,-343,-139,118142
-3768,-15712,-796,-56,-376,-126,118163
-3608,-15736,-888,-25,-297,-110,118184
-3616,-15824,-960,17,-312,-117,118205
-3608,-15856,-796,44,-295,-124,118226
-3488,-16008,-504,80,-315,-100,118247
-3456,-15848,-640,96,-292,-3,118268
-3560,-15924,-748,62,-226,139,118289
-3524,-15872,-768,92,-281,244,118310
-3644,-15840,-724,73,-299,224,118331
-3736,-15560,-732,30,-321,229,118352
-3768,-15520,-696,21,-220,279,118373
-3796,-15684,-712,-4,-296,201,118394
-3676,-15804,-624,-33,-390,150,118415
-3668,-15704,-408,-80,-366,83,118436
-3664,-15740,-640,-130,-172,54,118457
-3844,-15708,-792,-141,-108,17,118478
-3888,-15588,-772,-148,-247,-40,118499
-3780,-15660,-824,-125,-344,-57,118520
-3656,-15696,-740,-193,-218,-50,118541
-3704,-15784,-632,-252,-168,-21,118562
-3724,-15748,-696,-248,-203,-15,118583
-3736,-15824,-888,-251,-303,-24,118604
-3604,-15768,-728,-250,-335,-21,118625
-3624,-15668,-756,-252,-296,-3,118646
-3716,-15736,-844,-228,-304,-8,118667
-3680,-15700,-892,-214,-291,-1,118688
-3700,-15756,-800,-179,-264,17,118709
-3704,-15700,-880,-157,-282,18,118730
-3568,-15716,-724,-131,-301,42,118753
-3648,-15892,-632,-134,-194,90,118774
-3604,-15936,-932,-138,-185,90,118796
-3676,-15880,-888,-127,-262,84,118817
-3640,-15736,-636,-106,-234,93,118838
-3648,-15732,-1044,-107,-240,135,118859
-3588,-15792,-888,-74,-228,161,118880
-3572,-15688,-772,-74,-261,171,118901
-3704,-15636,-816,-68,-244,181,118922
-3680,-15716,-880,-14,-331,153,118943
-4028,-15844,-364,99,-542,-10,118964
-3472,-15796,-692,-2,-559,-20,118985
-3520,-15808,-908,-72,-342,-19,119006
-3812,-15840,-840,-41,-347,-59,119027
-3836,-15712,-724,-35,-572,-165,119048
-3828,-15548,-768,-88,-637,-219,119069
-3640,-15728,-528,-132,-813,-349,119090
-3760,-15588,-936,-194,-563,-306,119111
-4004,-15912,-896,-154,-611,-420,119132
-3648,-15836,-1132,-101,-725,-527,119153
-3680,-15748,-556,-78,-903,-471,119174
-3400,-15620,-524,-104,-901,-408,119195
-3348,-15744,-760,-116,-630,-343,119216
-3404,-15708,-760,-122,-596,-240,119237
-3404,-15708,-856,-112,-434,-177,119258
-3284,-15892,-760,-96,-197,-50,119279
-3004,-16124,-672,-46,-245,138,119300
-3228,-16092,-812,-40,-238,335,119321
-3176,-16316,-548,-54,-238,399,119342
-3620,-16204,-804,-130,-221,333,119363
-4044,-15636,-784,-100,-548,94,119384
-3784,-15584,-956,14,-727,-244,119405
-3844,-15540,-1136,105,-782,-388,119426
-3456,-15604,-852,193,-722,-399,119447
-3452,-15552,-684,149,-580,-300,119468
-3308,-15412,-612,114,-514,-172,119489
-3700,-15360,-352,56,-189,-152,119510
-3860,-15176,-684,35,-351,-196,119531
-3512,-15204,-824,14,-540,-159,119552
-3332,-15580,-808,-2,-339,-76,119573
-3408,-16032,-648,78,-194,-70,119594
-3304,-16136,-640,89,-179,-24,119615
-3428,-15856,-300,211,-457,11,119636
-2928,-16032,-708,246,-108,94,119657
-3416,-16320,-376,225,183,108,119678
-3380,-16648,-656,237,105,-12,119699
-3904,-16280,-256,232,-363,-325,119720
-3308,-15988,-412,234,-585,-485,119741
-3436,-15432,-688,223,-382,-462,119762
-3648,-15468,-1004,269,-491,-442,119783
-3548,-15380,-864,283,-842,-331,119804
-3368,-15264,-136,333,-922,-262,119825
-2904,-15736,-544,288,-394,-63,119846
-3324,-15852,-540,196,-408,79,119867
-3412,-16044,-440,157,-700,69,119888
-3328,-16204,-384,214,-930,25,119909
-3112,-16304,-328,227,-796,-24,119930
-3152,-16168,-192,247,-619,-82,119951
-3364,-16088,-292,304,-560,-132,119972
-3092,-15700,-496,219,-605,-113,119993
-3236,-15740,-172,199,-114,-86,120014
-3656,-15384,-16,162,16,-249,120035
-3668,-15536,-460,166,-220,-518,120056
-3404,-15684,-484,146,-316,-674,120077
-3252,-15776,-280,207,-222,-759,120100
-3144,-15908,-288,209,-216,-786,120121
-3000,-15888,-428,160,-299,-690,120142
-3068,-16160,-176,123,-344,-608,120163
-2936,-16144,-184,54,-401,-503,120184
-3060,-15936,28,-150,-719,-406,120205
-3056,-15944,-172,-331,-1075,-349,120226
-2808,-16124,-208,-541,-1311,-407,120247
-3484,-15360,300,-697,-1439,-444,120268
-3072,-14904,-88,-713,-1368,-531,120289
-2756,-15192,-1012,-504,-739,-493,120310
-2912,-16420,-1116,-200,-244,-550,120332
-3112,-16144,-216,8,-296,-708,120353
-2388,-16176,-32,103,152,-843,120374
-2376,-16176,-200,110,823,-730,120395
-2936,-16176,-148,75,791,-728,120416
-2844,-16220,-116,-18,224,-832,120437
-2612,-16020,-336,-99,-159,-810,120458
-2468,-15956,-416,-98,-164,-590,120479
-2592,-15936,-524,-149,-143,-307,120500
-2448,-15832,-488,-196,-449,-121,120521
-2816,-16024,-300,-249,-660,-59,120542
-2660,-16184,-212,-241,-775,-117,120563
-2628,-16120,-344,-199,-679,-249,120584
-2476,-16420,-236,-169,-426,-304,120605
-2488,-16208,-264,-134,-275,-292,120626
-2228,-16384,-400,-95,42,-232,120647
-2396,-16460,-320,-39,95,-133,120669
-2416,-16256,-520,-36,-6,-130,120690
-2484,-16104,-264,-112,-169,-107,120711
-2248,-16036,-120,-243,-69,-15,120732
-2724,-15736,-12,-380,-152,59,120753
-2712,-15692,-192,-504,-384,41,120774
-2660,-15680,-376,-677,-746,82,120795
-2616,-15588,-100,-712,-984,217,120816
-2236,-15704,-464,-721,-847,442,120837
-2428,-16116,-400,-660,-496,495,120858
-2668,-15984,-420,-641,-381,533,120879
-2672,-16020,-584,-582,-228,381,120900
-2592,-16288,-620,-540,63,318,120921
-2768,-16244,-372,-540,140,159,120942
-2860,-15928,-620,-604,55,-82,120963
-2908,-15912,-580,-574,-17,-306,120984
-2924,-15868,-784,-491,-101,-474,121005
-2688,-15808,-924,-417,-385,-619,121026
-2580,-15828,-756,-412,-385,-487,121047
-2404,-16020,-656,-419,-716,-365,121068
-2180,-15968,-524,-429,-412,-137,121089
-2668,-16004,-784,-409,-652,-86,121110
-2464,-16404,-676,-383,-872,-281,121131
-2284,-16136,-700,-347,-752,-226,121152
-2212,-16200,-876,-215,-703,-199,121173
-2116,-16124,-860,-76,-330,42,121194
-2300,-16180,-576,65,-269,228,121215
-2460,-16148,-708,131,-211,340,121236
-2500,-16112,-700,153,-323,289,121257
-2716,-15952,-860,175,-293,210,121278
-2480,-16180,-832,225,-418,31,121299
-2572,-16108,-452,133,-630,-157,121320
-2516,-16144,-464,131,-597,-148,121341
-2504,-16260,-396,104,-654,-278,121362
-2436,-16212,-620,95,-625,-225,121383
-2488,-15976,-600,213,-517,-168,121404
-2408,-16032,-632,271,-506,-53,121425
-2316,-15884,-496,303,-450,161,121448
-2248,-15740,-756,268,-231,470,121469
-2044,-15760,-680,150,281,699,121490
-3068,-15980,-84,252,74,736,121511
-2836,-16020,-448,320,16,647,121532
-2796,-15904,-568,415,-329,559,121553
-2584,-15980,-448,573,-494,595,121574
-2108,-16280,-780,620,-503,639,121595
-2312,-16456,152,564,-588,895,121616
-2244,-16396,232,385,-422,1087,121637
-2724,-16152,96,165,-378,1170,121658
-2996,-15692,-452,-23,-401,915,121679
-3124,-15824,-460,-181,-896,722,121700
-2512,-16420,-628,-91,-929,619,121721
-2636,-16012,-264,-433,-909,709,121742
-3396,-15668,564,-688,-618,181,121763
-3448,-15652,-352,-696,-209,-777,121784
-4268,-16068,-1488,-230,-219,-2637,121805
-6424,-13888,-2320,485,-992,-5943,121826
-9044,-14176,-60,-399,-1862,-9460,121847
-6328,-16200,-1892,-129,-5097,-11823,121868
-1624,-17724,-4652,-302,-7636,-12501,121889
-2716,-17068,-4388,-423,-12219,-11077,121910
-2620,-16800,-5164,249,-21921,-10653,121931
-1372,-15916,-7232,985,-32642,-9388,121952
1568,-14412,-10728,1366,-32768,-7488,121973
1936,-12996,-12340,554,-32768,-4759,121994
1944,-12668,-10784,-168,-32768,-3517,122015
12476,-16952,-3024,2229,-32768,-1480,122036
21600,-15928,2592,-1415,-32768,-312,122057
21172,-19672,15148,-2847,-26448,1338,122078
8664,-17876,22032,-4053,-287,2855,122099
-948,-11704,7412,-6728,15670,1176,122120
-8232,-9212,-9836,-5784,18028,-2169,122141
-4752,-23116,-4756,-2190,1730,-12018,122162
1380,-18544,2256,-2099,-6120,-13210,122183
7620,-19840,748,-3791,-4312,-13725,122204
8680,-19756,-2720,-3310,-1,-5574,122225
-108,-18328,-2832,787,-1613,-3136,122246
2644,-16236,-3416,2122,-4005,-4384,122267
612,-17888,-2388,3009,-5699,-2342,122288
3212,-15416,-2076,3056,-7119,-3051,122309
3300,-15868,512,2302,-8560,-2692,122330
1964,-16696,1760,1346,-11566,-2383,122351
1004,-17160,188,1855,-15120,-2085,122372
-1368,-17720,2208,4089,-21744,-2646,122393
-7256,-18580,1888,6578,-32768,-2579,122414
-5664,-17916,-1020,6826,-32768,-3845,122435
-1436,-16540,-4924,5444,-32768,-4697,122456
2088,-15072,-5872,4863,-32768,-6172,122477
6876,-13512,-6032,3231,-32768,-5601,122498
6040,-14260,-5440,1004,-32768,-4321,122519
-824,-17976,-1016,-1476,-32768,-1790,122540
1152,-16568,-1912,-129,-32768,-1415,122561
-4840,-18604,-844,1062,-32768,1029,122582
76,-14620,-4620,3934,-32768,-960,122603
4492,-15668,-6548,4618,-32768,-2839,122624
4076,-13240,-6888,4217,-32768,-1919,122645
9176,-12176,-6872,2476,-32768,-1979,122666
2360,-15060,-4388,2642,-32768,797,122687
-2076,-16984,-10860,193,-22125,4744,122708
312,-12236,-10564,-2336,-7504,7393,122729
-2236,-14408,-4196,-3916,1516,5220,122750
584,-12364,-1696,-2383,-2559,5085,122771
5292,-17588,5056,1209,-8638,-1130,122794
-548,-18208,-1984,-2919,2865,6833,122815
-1248,-15144,-3132,-1959,3285,9820,122836
-2332,-16724,-3816,-583,-1076,8232,122857
-8448,-1504,-12336,18208,-16397,3882,122878
-7696,-18800,-4032,-3112,-4927,4460,122899
-1716,-17396,-4616,-5386,-3249,1537,122920
-3480,-16476,-4940,-2934,-2081,-118,122941
-3528,-16452,-4672,-1403,-2044,-3788,122962
-2844,-16664,-4688,173,-2260,-7042,122983
-796,-16848,-4936,2137,-2961,-7771,123004
-1748,-16144,-4976,2045,-2436,-7184,123025
920,-16732,-2584,1116,-5809,-6788,123046
1764,-15708,-4592,977,-4404,-3519,123067
-64,-15368,-4144,2181,-3662,-1009,123088
240,-16888,-6880,293,-2942,857,123109
1384,-15384,-4240,2135,-4754,2397,123130
32,-17448,-2516,3566,-4516,5431,123151
-812,-17188,-1288,2465,-4125,5118,123172
1352,-17640,-1336,2974,-4246,7146,123194
2712,-18740,-3740,4701,-3530,12888,123215
-2520,-16552,708,775,-1526,11623,123236
-1096,-18060,-2896,3179,-2999,14214,123257
2488,-23968,-5420,296,-3631,12743,123278
-3964,-24204,17188,-3166,1265,17235,123299
-5204,-19744,2044,3129,-5099,13476,123320
1888,-16452,-4112,3045,-4137,13952,123341
1472,-23136,-5672,3238,-2719,17197,123362
3904,-25632,-6404,4784,-6848,21119,123383
2192,-25212,-5104,2673,-7372,23611,123404
2048,-29000,3788,7395,-12937,22898,123425
6332,-25052,-8084,7181,-16292,21998,123446
11020,-25012,-7432,6054,-13080,17915,123467
-1852,-19012,-14500,-1953,746,22137,123488
-10432,-17680,-10536,-502,-1194,11826,123509
-8368,-7264,7148,-880,-15275,114,123530
8508,-7144,-1572,3550,-32529,-16762,123551
21084,1672,-596,-1247,-19519,-17080,123572
11148,-3368,484,-8082,3067,-25731,123593
284,-11548,1144,-9795,7580,-29230,123614
1416,-13048,288,-9246,1778,-32768,123635
2304,-14280,-1152,-11285,5417,-32768,123656
-32,-21152,2516,-11130,7909,-32768,123677
-4360,-21792,3024,-10315,8410,-32768,123698
-4204,-22944,60,-9720,8838,-32768,123719
-4064,-22588,-608,-9088,8704,-32768,123740
-4292,-25036,-2112,-9822,11095,-32768,123761
-5160,-26772,-2940,-8748,14405,-32768,123782
-9636,-27400,-3212,-9510,20620,-28994,123803
-13104,-23712,-4752,-8232,22165,-21946,123824
-15220,-29240,-6548,-9862,24593,-12817,123845
-23920,-19116,-6760,-3485,20503,3532,123866
-32768,-17616,-6732,-3511,14325,17196,123887
-32768,-21948,708,-3900,11084,17861,123908
-4292,-31036,14428,5522,-26772,23879,123929
14392,-32768,-9012,-103,2095,21371,123950
8104,-11240,948,-3314,-7370,25703,123971
-2464,-13336,-2728,-6714,5099,21018,123992
-3712,-18216,-2612,-6915,311,10513,124013
1308,-16496,-7516,-2885,-4892,9856,124034
640,-16584,-3292,-1438,-3797,12874,124055
-1524,-16612,-3944,-1142,-1353,11572,124076
-824,-17064,-3436,-1020,-2343,8525,124097
-1656,-17264,-3180,-791,-1302,6736,124118
-1652,-16628,-3096,61,-1899,3832,124141
-1508,-16148,-2936,631,-785,2601,124162
-1376,-16204,-2028,947,189,2281,124183
